Domain,TTL,Record_Type,IP_Address
ns1.linbknhefw.com.,171730,A,"72.185.78.169"""
ns2.linbknhefw.com.,171730,A,"89.132.131.231"""
ns3.clanarctic.com.,171730,A,"93.72.214.233"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns4.clanarctic.com.,172202,A,"69.146.42.87"""
ns1.linbknhefw.com.,172202,A,"89.215.8.231"""
ns2.linbknhefw.com.,172202,A,"89.132.131.231"""
ns3.clanarctic.com.,172206,A,"93.72.214.233"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns2.linbknhefw.com.,163560,A,"89.230.49.226"""
ns3.clanarctic.com.,163560,A,"93.72.214.233"""
ns4.clanarctic.com.,163560,A,"69.146.42.87"""
ns1.linbknhefw.com.,163560,A,"59.151.232.164"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns3.clanarctic.com.,127012,A,"93.72.214.233"""
ns4.clanarctic.com.,127012,A,"69.146.42.87"""
ns1.linbknhefw.com.,127012,A,"72.185.78.169"""
ns2.linbknhefw.com.,127012,A,"89.34.21.243"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns2.linbknhefw.com.,139447,A,"87.110.53.224"""
ns3.clanarctic.com.,139447,A,"93.72.214.233"""
ns4.clanarctic.com.,139447,A,"69.146.42.87"""
ns1.linbknhefw.com.,127886,A,"72.185.78.169"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns1.linbknhefw.com.,126996,A,"72.185.78.169"""
ns2.linbknhefw.com.,126996,A,"89.34.21.243"""
ns3.clanarctic.com.,126996,A,"93.72.214.233"""
ns4.clanarctic.com.,126996,A,"69.146.42.87"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns3.clanarctic.com.,126991,A,"93.72.214.233"""
ns4.clanarctic.com.,126991,A,"69.146.42.87"""
ns1.linbknhefw.com.,126991,A,"72.185.78.169"""
ns2.linbknhefw.com.,126991,A,"89.34.21.243"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns2.linbknhefw.com.,120226,A,"208.58.14.217"""
ns3.clanarctic.com.,120226,A,"93.72.214.233"""
ns4.clanarctic.com.,120226,A,"69.146.42.87"""
ns1.linbknhefw.com.,120226,A,"71.76.191.42"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns3.clanarctic.com.,126956,A,"93.72.214.233"""
ns4.clanarctic.com.,126956,A,"69.146.42.87"""
ns1.linbknhefw.com.,126956,A,"72.185.78.169"""
ns2.linbknhefw.com.,126956,A,"89.34.21.243"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns3.clanarctic.com.,126936,A,"93.72.214.233"""
ns4.clanarctic.com.,126936,A,"69.146.42.87"""
ns1.linbknhefw.com.,126936,A,"72.185.78.169"""
ns2.linbknhefw.com.,126936,A,"89.34.21.243"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns1.linbknhefw.com.,126935,A,"72.185.78.169"""
ns2.linbknhefw.com.,126935,A,"89.34.21.243"""
ns3.clanarctic.com.,126935,A,"93.72.214.233"""
ns4.clanarctic.com.,126935,A,"69.146.42.87"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns3.clanarctic.com.,126930,A,"93.72.214.233"""
ns4.clanarctic.com.,126930,A,"69.146.42.87"""
ns1.linbknhefw.com.,126930,A,"72.185.78.169"""
ns2.linbknhefw.com.,126930,A,"89.34.21.243"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns4.clanarctic.com.,172084,A,"69.146.42.87"""
ns1.linbknhefw.com.,172084,A,"89.215.8.231"""
ns2.linbknhefw.com.,172084,A,"89.132.131.231"""
ns3.clanarctic.com.,172088,A,"93.72.214.233"""
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
iddhdhc.cn.,,IN,A
ns1.linbknhefw.com.,172429,A,"89.215.8.231"""
ns2.linbknhefw.com.,172429,A,"89.132.131.231"""
ns3.clanarctic.com.,172429,A,"93.72.214.233"""
ns4.clanarctic.com.,172429,A,"69.146.42.87"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns4.clanarctic.com.,128356,A,"69.146.42.87"""
ns1.linbknhefw.com.,126892,A,"72.185.78.169"""
ns2.linbknhefw.com.,126892,A,"89.34.21.243"""
ns3.clanarctic.com.,126892,A,"93.72.214.233"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns4.clanarctic.com.,126887,A,"69.146.42.87"""
ns1.linbknhefw.com.,126887,A,"72.185.78.169"""
ns2.linbknhefw.com.,126887,A,"89.34.21.243"""
ns3.clanarctic.com.,126887,A,"93.72.214.233"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns3.clanarctic.com.,172363,A,"93.72.214.233"""
ns4.clanarctic.com.,172363,A,"69.146.42.87"""
ns1.linbknhefw.com.,172363,A,"89.215.8.231"""
ns2.linbknhefw.com.,172363,A,"89.132.131.231"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns2.linbknhefw.com.,126846,A,"89.34.21.243"""
ns3.clanarctic.com.,126846,A,"93.72.214.233"""
ns4.clanarctic.com.,130321,A,"69.146.42.87"""
ns1.linbknhefw.com.,126846,A,"72.185.78.169"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns2.linbknhefw.com.,139295,A,"87.110.53.224"""
ns3.clanarctic.com.,139295,A,"93.72.214.233"""
ns4.clanarctic.com.,139295,A,"69.146.42.87"""
ns1.linbknhefw.com.,127734,A,"72.185.78.169"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns3.clanarctic.com.,171991,A,"93.72.214.233"""
ns4.clanarctic.com.,171991,A,"69.146.42.87"""
ns1.linbknhefw.com.,171991,A,"89.215.8.231"""
ns2.linbknhefw.com.,171991,A,"89.132.131.231"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns3.clanarctic.com.,163458,A,"93.72.214.233"""
ns4.clanarctic.com.,163458,A,"69.146.42.87"""
ns1.linbknhefw.com.,163458,A,"59.151.232.164"""
ns2.linbknhefw.com.,163458,A,"89.230.49.226"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns2.linbknhefw.com.,120073,A,"208.58.14.217"""
ns3.clanarctic.com.,120073,A,"93.72.214.233"""
ns4.clanarctic.com.,120073,A,"69.146.42.87"""
ns1.linbknhefw.com.,120073,A,"71.76.191.42"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns4.clanarctic.com.,128277,A,"69.146.42.87"""
ns1.linbknhefw.com.,126813,A,"72.185.78.169"""
ns2.linbknhefw.com.,126813,A,"89.34.21.243"""
ns3.clanarctic.com.,126813,A,"93.72.214.233"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns3.clanarctic.com.,126804,A,"93.72.214.233"""
ns4.clanarctic.com.,130217,A,"69.146.42.87"""
ns1.linbknhefw.com.,126804,A,"72.185.78.169"""
ns2.linbknhefw.com.,126804,A,"89.34.21.243"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns1.linbknhefw.com.,171955,A,"89.215.8.231"""
ns2.linbknhefw.com.,171955,A,"89.132.131.231"""
ns3.clanarctic.com.,171959,A,"93.72.214.233"""
ns4.clanarctic.com.,171955,A,"69.146.42.87"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns2.linbknhefw.com.,163329,A,"89.230.49.226"""
ns3.clanarctic.com.,163329,A,"93.72.214.233"""
ns4.clanarctic.com.,163329,A,"69.146.42.87"""
ns1.linbknhefw.com.,163329,A,"59.151.232.164"""
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
idddiehh.cn.,,IN,A
ns4.clanarctic.com.,126790,A,"69.146.42.87"""
ns1.linbknhefw.com.,126779,A,"72.185.78.169"""
ns2.linbknhefw.com.,126779,A,"89.34.21.243"""
ns3.clanarctic.com.,126779,A,"93.72.214.233"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns4.clanarctic.com.,126770,A,"69.146.42.87"""
ns1.linbknhefw.com.,126770,A,"72.185.78.169"""
ns2.linbknhefw.com.,126770,A,"89.34.21.243"""
ns3.clanarctic.com.,126770,A,"93.72.214.233"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns4.clanarctic.com.,163373,A,"69.146.42.87"""
ns1.linbknhefw.com.,163373,A,"59.151.232.164"""
ns2.linbknhefw.com.,163373,A,"89.230.49.226"""
ns3.clanarctic.com.,163373,A,"93.72.214.233"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns4.clanarctic.com.,163367,A,"69.146.42.87"""
ns1.linbknhefw.com.,163367,A,"59.151.232.164"""
ns2.linbknhefw.com.,163367,A,"89.230.49.226"""
ns3.clanarctic.com.,163367,A,"93.72.214.233"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns3.clanarctic.com.,172396,A,"93.72.214.233"""
ns1.linbknhefw.com.,172396,A,"77.37.202.152"""
ns2.linbknhefw.com.,172396,A,"77.122.47.186"""
ns4.clanarctic.com.,172396,A,"69.146.42.87"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns3.clanarctic.com.,126725,A,"93.72.214.233"""
ns4.clanarctic.com.,128084,A,"69.146.42.87"""
ns1.linbknhefw.com.,126725,A,"72.185.78.169"""
ns2.linbknhefw.com.,126725,A,"89.34.21.243"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns3.clanarctic.com.,126698,A,"93.72.214.233"""
ns2.linbknhefw.com.,126698,A,"89.34.21.243"""
ns1.linbknhefw.com.,126698,A,"72.185.78.169"""
ns4.clanarctic.com.,130173,A,"69.146.42.87"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns4.clanarctic.com.,147020,A,"69.146.42.87"""
ns1.linbknhefw.com.,139406,A,"72.185.78.169"""
ns2.linbknhefw.com.,139406,A,"87.110.53.224"""
ns3.clanarctic.com.,139406,A,"93.72.214.233"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns3.clanarctic.com.,172325,A,"93.72.214.233"""
ns1.linbknhefw.com.,172325,A,"77.37.202.152"""
ns2.linbknhefw.com.,172325,A,"77.122.47.186"""
ns4.clanarctic.com.,172325,A,"69.146.42.87"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns3.clanarctic.com.,126709,A,"93.72.214.233"""
ns1.linbknhefw.com.,126709,A,"72.185.78.169"""
ns4.clanarctic.com.,126709,A,"69.146.42.87"""
ns2.linbknhefw.com.,126709,A,"89.34.21.243"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns3.clanarctic.com.,126661,A,"93.72.214.233"""
ns4.clanarctic.com.,128020,A,"69.146.42.87"""
ns1.linbknhefw.com.,126661,A,"72.185.78.169"""
ns2.linbknhefw.com.,126661,A,"89.34.21.243"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns4.clanarctic.com.,163261,A,"69.146.42.87"""
ns1.linbknhefw.com.,163261,A,"59.151.232.164"""
ns2.linbknhefw.com.,163261,A,"89.230.49.226"""
ns3.clanarctic.com.,163261,A,"93.72.214.233"""
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
icbfedfd.cn.,,IN,A
ns4.clanarctic.com.,163273,A,"69.146.42.87"""
ns1.linbknhefw.com.,163273,A,"59.151.232.164"""
ns2.linbknhefw.com.,163273,A,"89.230.49.226"""
ns3.clanarctic.com.,163273,A,"93.72.214.233"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns4.clanarctic.com.,130055,A,"69.146.42.87"""
ns1.linbknhefw.com.,126585,A,"72.185.78.169"""
ns2.linbknhefw.com.,126585,A,"89.34.21.243"""
ns3.clanarctic.com.,126585,A,"93.72.214.233"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns4.clanarctic.com.,171717,A,"69.146.42.87"""
ns1.linbknhefw.com.,171717,A,"89.215.8.231"""
ns2.linbknhefw.com.,171717,A,"89.132.131.231"""
ns3.clanarctic.com.,171717,A,"93.72.214.233"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns2.linbknhefw.com.,172037,A,"89.132.131.231"""
ns3.clanarctic.com.,172037,A,"93.72.214.233"""
ns4.clanarctic.com.,172037,A,"69.146.42.87"""
ns1.linbknhefw.com.,172037,A,"89.215.8.231"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns1.linbknhefw.com.,163149,A,"59.151.232.164"""
ns2.linbknhefw.com.,163149,A,"89.230.49.226"""
ns3.clanarctic.com.,163149,A,"93.72.214.233"""
ns4.clanarctic.com.,163149,A,"69.146.42.87"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns4.clanarctic.com.,119775,A,"69.146.42.87"""
ns1.linbknhefw.com.,119775,A,"71.76.191.42"""
ns2.linbknhefw.com.,119775,A,"208.58.14.217"""
ns3.clanarctic.com.,119775,A,"93.72.214.233"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns1.linbknhefw.com.,126502,A,"72.185.78.169"""
ns2.linbknhefw.com.,126502,A,"89.34.21.243"""
ns3.clanarctic.com.,126502,A,"93.72.214.233"""
ns4.clanarctic.com.,129977,A,"69.146.42.87"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns4.clanarctic.com.,126551,A,"69.146.42.87"""
ns1.linbknhefw.com.,126551,A,"72.185.78.169"""
ns2.linbknhefw.com.,126551,A,"89.34.21.243"""
ns3.clanarctic.com.,126551,A,"93.72.214.233"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns2.linbknhefw.com.,163141,A,"89.230.49.226"""
ns3.clanarctic.com.,163141,A,"93.72.214.233"""
ns4.clanarctic.com.,163141,A,"69.146.42.87"""
ns1.linbknhefw.com.,163141,A,"59.151.232.164"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns1.linbknhefw.com.,162790,A,"59.151.232.164"""
ns3.clanarctic.com.,162790,A,"93.72.214.233"""
ns2.linbknhefw.com.,162790,A,"89.230.49.226"""
ns4.clanarctic.com.,171527,A,"69.146.42.87"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns1.linbknhefw.com.,126484,A,"72.185.78.169"""
ns2.linbknhefw.com.,126484,A,"89.34.21.243"""
ns3.clanarctic.com.,126484,A,"93.72.214.233"""
ns4.clanarctic.com.,129959,A,"69.146.42.87"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns3.clanarctic.com.,171948,A,"93.72.214.233"""
ns4.clanarctic.com.,171948,A,"69.146.42.87"""
ns1.linbknhefw.com.,171948,A,"89.215.8.231"""
ns2.linbknhefw.com.,171948,A,"89.132.131.231"""
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
iimecgfh.cn.,,IN,A
ns1.linbknhefw.com.,126529,A,"72.185.78.169"""
ns2.linbknhefw.com.,126529,A,"89.34.21.243"""
ns3.clanarctic.com.,126529,A,"93.72.214.233"""
ns4.clanarctic.com.,126529,A,"69.146.42.87"""
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ns1.linbknhefw.com.,126447,A,"72.185.78.169"""
ns2.linbknhefw.com.,126447,A,"89.34.21.243"""
ns3.clanarctic.com.,126447,A,"93.72.214.233"""
ns4.clanarctic.com.,126447,A,"69.146.42.87"""
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
ns4.clanarctic.com.,163060,A,"69.146.42.87"""
ns1.linbknhefw.com.,163060,A,"59.151.232.164"""
ns2.linbknhefw.com.,163060,A,"89.230.49.226"""
ns3.clanarctic.com.,163060,A,"93.72.214.233"""
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ns3.clanarctic.com.,126440,A,"93.72.214.233"""
ns4.clanarctic.com.,126440,A,"69.146.42.87"""
ns1.linbknhefw.com.,126440,A,"72.185.78.169"""
ns2.linbknhefw.com.,126440,A,"89.34.21.243"""
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
iifechjv.cn.,,IN,A
ns4.clanarctic.com.,126445,A,"69.146.42.87"""
ns1.linbknhefw.com.,126445,A,"72.185.78.169"""
ns2.linbknhefw.com.,126445,A,"89.34.21.243"""
ns3.clanarctic.com.,126445,A,"93.72.214.233"""
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ifdjxjid.cn.,,IN,A
ns4.clanarctic.com.,125809,A,"69.146.42.87"""
ns1.linbknhefw.com.,125809,A,"89.34.21.243"""
ns2.linbknhefw.com.,125809,A,"77.123.229.96"""
ns3.clanarctic.com.,125809,A,"93.72.214.233"""
