Domain,TTL,Record_Type,IP_Address
modern-finding.com.,300,A,"201.6.245.234"""
modern-finding.com.,300,A,"209.41.200.129"""
modern-finding.com.,300,A,"66.45.231.74"""
modern-finding.com.,300,A,"66.240.84.56"""
modern-finding.com.,300,A,"68.236.210.184"""
modern-finding.com.,300,A,"69.198.5.210"""
ns4.magnifindings.com.,172800,A,"66.45.231.74"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
service-finest.com.,300,A,"68.236.210.184"""
service-finest.com.,300,A,"69.198.5.210"""
service-finest.com.,300,A,"201.6.245.234"""
service-finest.com.,300,A,"209.41.200.129"""
service-finest.com.,300,A,"66.45.231.74"""
service-finest.com.,300,A,"66.240.84.56"""
ns4.magnifindings.com.,172800,A,"66.45.231.74"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
super-meds-power.com.,300,A,"66.240.84.56"""
super-meds-power.com.,300,A,"68.236.210.184"""
super-meds-power.com.,300,A,"69.198.5.210"""
super-meds-power.com.,300,A,"201.6.245.234"""
super-meds-power.com.,300,A,"209.41.200.129"""
super-meds-power.com.,300,A,"66.45.231.74"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
ns4.magnifindings.com.,172800,A,"66.45.231.74"""
underwayservice.com.,300,A,"66.45.231.74"""
underwayservice.com.,300,A,"66.240.84.56"""
underwayservice.com.,300,A,"68.236.210.184"""
underwayservice.com.,300,A,"69.198.5.210"""
underwayservice.com.,300,A,"201.6.245.234"""
underwayservice.com.,300,A,"209.41.200.129"""
ns4.magnifindings.com.,172800,A,"66.45.231.74"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
coolest-cyber-zone.com.,300,A,"66.240.84.56"""
coolest-cyber-zone.com.,300,A,"68.236.210.184"""
coolest-cyber-zone.com.,300,A,"69.198.5.210"""
coolest-cyber-zone.com.,300,A,"201.6.245.234"""
coolest-cyber-zone.com.,300,A,"209.41.200.129"""
coolest-cyber-zone.com.,300,A,"66.45.231.74"""
ns4.magnifindings.com.,172800,A,"66.45.231.74"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
e-advice-center.com.,300,A,"69.198.5.210"""
e-advice-center.com.,300,A,"201.6.245.234"""
e-advice-center.com.,300,A,"209.41.200.129"""
e-advice-center.com.,300,A,"66.45.231.74"""
e-advice-center.com.,300,A,"66.240.84.56"""
e-advice-center.com.,300,A,"68.236.210.184"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
ns4.magnifindings.com.,172800,A,"66.45.231.74"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
iwwmkkdi.cn.,,IN,A
iwwmkkdi.cn.,,IN,A
iwwmkkdi.cn.,,IN,A
iwwmkkdi.cn.,,IN,A
iwwmkkdi.cn.,,IN,A
iwwmkkdi.cn.,,IN,A
iwwmkkdi.cn.,,IN,A
iwwmkkdi.cn.,,IN,A
ns2.frubjnfew.com.,153938,A,"85.66.145.238"""
ns3.cjinthe.com.,153938,A,"78.96.212.238"""
ns4.frubjnfew.com.,153938,A,"219.241.174.102"""
ns1.cjinthe.com.,153938,A,"72.185.78.169"""
iixhhwmc.cn.,,IN,A
iixhhwmc.cn.,,IN,A
iixhhwmc.cn.,,IN,A
iixhhwmc.cn.,,IN,A
iixhhwmc.cn.,,IN,A
iixhhwmc.cn.,,IN,A
iixhhwmc.cn.,,IN,A
iixhhwmc.cn.,,IN,A
ns1.cjinthe.com.,156027,A,"72.185.78.169"""
ns2.frubjnfew.com.,156133,A,"157.193.84.63"""
ns3.cjinthe.com.,156110,A,"81.198.13.191"""
ns4.frubjnfew.com.,156133,A,"83.103.134.205"""
iixdfhhj.cn.,,IN,A
iixdfhhj.cn.,,IN,A
iixdfhhj.cn.,,IN,A
iixdfhhj.cn.,,IN,A
iixdfhhj.cn.,,IN,A
iixdfhhj.cn.,,IN,A
iixdfhhj.cn.,,IN,A
iixdfhhj.cn.,,IN,A
ns2.frubjnfew.com.,158710,A,"77.123.92.187"""
ns3.cjinthe.com.,159521,A,"88.201.148.218"""
ns4.frubjnfew.com.,158952,A,"77.122.104.49"""
ns1.cjinthe.com.,158910,A,"72.185.78.169"""
iiwwexpd.cn.,,IN,A
iiwwexpd.cn.,,IN,A
iiwwexpd.cn.,,IN,A
iiwwexpd.cn.,,IN,A
iiwwexpd.cn.,,IN,A
iiwwexpd.cn.,,IN,A
iiwwexpd.cn.,,IN,A
iiwwexpd.cn.,,IN,A
ns2.frubjnfew.com.,156122,A,"157.193.84.63"""
ns3.cjinthe.com.,156099,A,"81.198.13.191"""
ns4.frubjnfew.com.,156122,A,"83.103.134.205"""
ns1.cjinthe.com.,156016,A,"72.185.78.169"""
iiimlfex.cn.,,IN,A
iiimlfex.cn.,,IN,A
iiimlfex.cn.,,IN,A
iiimlfex.cn.,,IN,A
iiimlfex.cn.,,IN,A
iiimlfex.cn.,,IN,A
iiimlfex.cn.,,IN,A
iiimlfex.cn.,,IN,A
ns3.cjinthe.com.,154101,A,"78.96.212.238"""
ns4.frubjnfew.com.,154228,A,"219.241.174.102"""
ns1.cjinthe.com.,153760,A,"72.185.78.169"""
ns2.frubjnfew.com.,154228,A,"85.66.145.238"""
iiidhwwf.cn.,,IN,A
iiidhwwf.cn.,,IN,A
iiidhwwf.cn.,,IN,A
iiidhwwf.cn.,,IN,A
iiidhwwf.cn.,,IN,A
iiidhwwf.cn.,,IN,A
iiidhwwf.cn.,,IN,A
iiidhwwf.cn.,,IN,A
ns1.cjinthe.com.,155148,A,"72.185.78.169"""
ns2.frubjnfew.com.,154382,A,"85.66.145.238"""
ns3.cjinthe.com.,154366,A,"78.96.212.238"""
ns4.frubjnfew.com.,154339,A,"219.241.174.102"""
iidwhxdf.cn.,,IN,A
iidwhxdf.cn.,,IN,A
iidwhxdf.cn.,,IN,A
iidwhxdf.cn.,,IN,A
iidwhxdf.cn.,,IN,A
iidwhxdf.cn.,,IN,A
iidwhxdf.cn.,,IN,A
iidwhxdf.cn.,,IN,A
ns2.frubjnfew.com.,163709,A,"67.149.22.150"""
ns3.cjinthe.com.,163709,A,"93.72.171.84"""
ns4.frubjnfew.com.,163709,A,"87.207.236.207"""
ns1.cjinthe.com.,163709,A,"72.185.78.169"""
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
idsrt-d02.eu.,,IN,A
ns2.citiservise.net.,166567,A,"216.22.212.21"""
ns1.avalonge.com.,166567,A,"66.219.22.18"""
ns1.citiservise.net.,166567,A,"8.12.160.176"""
ns2.avalonge.com.,166567,A,"216.229.22.31"""
idlkhhcx.cn.,,IN,A
idlkhhcx.cn.,,IN,A
idlkhhcx.cn.,,IN,A
idlkhhcx.cn.,,IN,A
idlkhhcx.cn.,,IN,A
idlkhhcx.cn.,,IN,A
idlkhhcx.cn.,,IN,A
idlkhhcx.cn.,,IN,A
ns2.frubjnfew.com.,154370,A,"85.66.145.238"""
ns3.cjinthe.com.,154354,A,"78.96.212.238"""
ns4.frubjnfew.com.,154327,A,"219.241.174.102"""
ns1.cjinthe.com.,155136,A,"72.185.78.169"""
idfixhim.cn.,,IN,A
idfixhim.cn.,,IN,A
idfixhim.cn.,,IN,A
idfixhim.cn.,,IN,A
idfixhim.cn.,,IN,A
idfixhim.cn.,,IN,A
idfixhim.cn.,,IN,A
idfixhim.cn.,,IN,A
ns4.frubjnfew.com.,157719,A,"93.72.248.230"""
ns1.cjinthe.com.,158035,A,"72.185.78.169"""
ns2.frubjnfew.com.,157737,A,"91.116.168.182"""
ns3.cjinthe.com.,157733,A,"82.193.117.207"""
wwhhcfid.cn.,,IN,A
wwhhcfid.cn.,,IN,A
wwhhcfid.cn.,,IN,A
wwhhcfid.cn.,,IN,A
wwhhcfid.cn.,,IN,A
wwhhcfid.cn.,,IN,A
wwhhcfid.cn.,,IN,A
wwhhcfid.cn.,,IN,A
ns4.cjinthe.com.,149576,A,"77.122.47.186"""
ns1.frubjnfew.com.,148932,A,"72.185.78.169"""
ns2.frubjnfew.com.,143563,A,"89.215.8.231"""
ns3.cjinthe.com.,143563,A,"77.41.9.149"""
munsenblues.com.,1800,A,"208.66.237.13"""
munsenblues.com.,1800,A,"66.159.17.48"""
munsenblues.com.,1800,A,"66.159.17.49"""
munsenblues.com.,1800,A,"66.159.17.50"""
munsenblues.com.,1800,A,"66.159.17.242"""
munsenblues.com.,1800,A,"66.159.17.243"""
dns1.name-services.com.,158403,A,"98.124.192.1"""
dns2.name-services.com.,165661,A,"216.52.184.248"""
dns3.name-services.com.,169291,A,"98.124.193.1"""
dns4.name-services.com.,154789,A,"69.64.145.225"""
dns5.name-services.com.,173,A,"70.42.37.7"""
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
movespring.com.,,IN,A
dns1.name-services.com.,265,A,"98.124.192.1"""
dns2.name-services.com.,163995,A,"216.52.184.248"""
dns3.name-services.com.,163995,A,"98.124.193.1"""
dns4.name-services.com.,242,A,"69.64.145.225"""
dns5.name-services.com.,109,A,"70.42.37.7"""
web-win-win.com.,300,A,"201.6.245.234"""
web-win-win.com.,300,A,"209.41.200.129"""
web-win-win.com.,300,A,"66.240.84.56"""
web-win-win.com.,300,A,"68.236.210.184"""
web-win-win.com.,300,A,"69.198.5.210"""
web-win-win.com.,300,A,"82.118.129.135"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
ns4.magnifindings.com.,172800,A,"64.250.194.238"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
tops-service.com.,300,A,"82.118.129.135"""
tops-service.com.,300,A,"201.6.245.234"""
tops-service.com.,300,A,"209.41.200.129"""
tops-service.com.,300,A,"66.240.84.56"""
tops-service.com.,300,A,"68.236.210.184"""
tops-service.com.,300,A,"69.198.5.210"""
ns2.desistylish.com.,172799,A,"75.41.185.57"""
ns4.magnifindings.com.,172799,A,"64.250.194.238"""
ns1.verity-fresh.com.,172799,A,"72.254.80.121"""
netfirms.com.,,IN,A
netfirms.com.,,IN,A
netfirms.com.,,IN,A
netfirms.com.,,IN,A
netfirms.com.,,IN,A
netfirms.com.,,IN,A
netfirms.com.,,IN,A
netfirms.com.,,IN,A
ns1.netfirms.com.,49114,A,"70.42.30.1"""
ns2.netfirms.com.,123025,A,"38.113.184.1"""
ns2.desistylish.com.,148183,A,"75.41.185.57"""
ns4.magnifindings.com.,172800,A,"216.241.132.134"""
ns1.verity-fresh.com.,148183,A,"72.254.80.121"""
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
ns4.magnifindings.com.,172800,A,"64.250.194.238"""
ns1.verity-fresh.com.,172800,A,"72.254.80.121"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
on-trahelp.com.,,IN,A
ns1.verity-fresh.com.,172800,A,"212.100.201.65"""
ns2.desistylish.com.,172799,A,"75.41.185.57"""
ns4.magnifindings.com.,172799,A,"216.241.132.134"""
densitytrim.net.,1800,A,"173.24.103.200"""
densitytrim.net.,1800,A,"68.202.198.202"""
densitytrim.net.,1800,A,"68.220.37.205"""
densitytrim.net.,1800,A,"75.118.162.91"""
densitytrim.net.,1800,A,"76.122.72.90"""
ns2.brokersaite.com.,157967,A,"99.221.142.60"""
ns1.brokersaite.com.,157967,A,"208.91.134.146"""
night69.com.,,IN,A
night69.com.,,IN,A
night69.com.,,IN,A
night69.com.,,IN,A
night69.com.,,IN,A
ns3.night69.com.,600,A,"0.0.0.0"""
ns4.night69.com.,600,A,"0.0.0.0"""
ns1.night69.com.,600,A,"0.0.0.0"""
ns2.night69.com.,600,A,"0.0.0.0"""
ns5.night69.com.,600,A,"0.0.0.0"""
dfidgxgf.cn.,,IN,A
dfidgxgf.cn.,,IN,A
dfidgxgf.cn.,,IN,A
dfidgxgf.cn.,,IN,A
dfidgxgf.cn.,,IN,A
dfidgxgf.cn.,,IN,A
dfidgxgf.cn.,,IN,A
ns3.clanarctic.com.,162695,A,"93.72.214.233"""
ns4.clanarctic.com.,162695,A,"69.146.42.87"""
ns1.linbknhefw.com.,162695,A,"86.104.94.233"""
ns2.linbknhefw.com.,162695,A,"78.139.151.252"""
gyyeewsd.cn.,,IN,A
gyyeewsd.cn.,,IN,A
gyyeewsd.cn.,,IN,A
gyyeewsd.cn.,,IN,A
gyyeewsd.cn.,,IN,A
gyyeewsd.cn.,,IN,A
gyyeewsd.cn.,,IN,A
gyyeewsd.cn.,,IN,A
ns3.cisunday.com.,113996,A,"186.18.20.92"""
ns4.cisunday.com.,113996,A,"84.22.142.228"""
ns1.frubjnfew.com.,113996,A,"77.41.80.10"""
ns2.frubjnfew.com.,113996,A,"89.133.137.39"""
fswperte.cn.,,IN,A
fswperte.cn.,,IN,A
fswperte.cn.,,IN,A
fswperte.cn.,,IN,A
fswperte.cn.,,IN,A
fswperte.cn.,,IN,A
fswperte.cn.,,IN,A
fswperte.cn.,,IN,A
ns2.frubjnfew.com.,170619,A,"81.17.185.109"""
ns3.cisunday.com.,170619,A,"85.66.128.200"""
ns4.cisunday.com.,170619,A,"93.72.17.179"""
ns1.frubjnfew.com.,170609,A,"72.185.78.169"""
fswewpwe.cn.,,IN,A
fswewpwe.cn.,,IN,A
fswewpwe.cn.,,IN,A
fswewpwe.cn.,,IN,A
fswewpwe.cn.,,IN,A
fswewpwe.cn.,,IN,A
fswewpwe.cn.,,IN,A
fswewpwe.cn.,,IN,A
ns3.cisunday.com.,112401,A,"217.26.171.29"""
ns4.cisunday.com.,112401,A,"190.25.245.50"""
ns1.frubjnfew.com.,112252,A,"88.147.9.169"""
ns2.frubjnfew.com.,112265,A,"62.57.212.134"""
fspryege.cn.,,IN,A
fspryege.cn.,,IN,A
fspryege.cn.,,IN,A
fspryege.cn.,,IN,A
fspryege.cn.,,IN,A
fspryege.cn.,,IN,A
fspryege.cn.,,IN,A
fspryege.cn.,,IN,A
ns3.cisunday.com.,148843,A,"93.72.17.179"""
ns4.cisunday.com.,148599,A,"78.139.151.252"""
ns1.frubjnfew.com.,148865,A,"72.185.78.169"""
ns2.frubjnfew.com.,148865,A,"79.122.5.238"""
fsgrrige.cn.,,IN,A
fsgrrige.cn.,,IN,A
fsgrrige.cn.,,IN,A
fsgrrige.cn.,,IN,A
fsgrrige.cn.,,IN,A
fsgrrige.cn.,,IN,A
fsgrrige.cn.,,IN,A
fsgrrige.cn.,,IN,A
ns1.frubjnfew.com.,149023,A,"72.185.78.169"""
ns2.frubjnfew.com.,149026,A,"79.122.5.238"""
ns3.cisunday.com.,149027,A,"93.72.17.179"""
ns4.cisunday.com.,149027,A,"78.139.151.252"""
magic-cyber-place.com.,300,A,"69.198.5.210"""
magic-cyber-place.com.,300,A,"201.6.245.234"""
magic-cyber-place.com.,300,A,"209.41.200.129"""
magic-cyber-place.com.,300,A,"64.238.223.93"""
magic-cyber-place.com.,300,A,"66.240.84.56"""
magic-cyber-place.com.,300,A,"68.236.210.184"""
ns4.magnifindings.com.,172799,A,"216.241.132.134"""
ns1.verity-fresh.com.,172799,A,"212.100.201.65"""
ns2.desistylish.com.,172799,A,"75.41.185.57"""
meds-originals.com.,300,A,"68.236.210.184"""
meds-originals.com.,300,A,"69.198.5.210"""
meds-originals.com.,300,A,"201.6.245.234"""
meds-originals.com.,300,A,"209.41.200.129"""
meds-originals.com.,300,A,"64.238.223.93"""
meds-originals.com.,300,A,"66.240.84.56"""
ns2.desistylish.com.,172800,A,"75.41.185.57"""
ns4.magnifindings.com.,172800,A,"216.241.132.134"""
ns1.verity-fresh.com.,172800,A,"212.100.201.65"""
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
ns2.frubjnfew.com.,139230,A,"94.30.151.74"""
ns1.frubjnfew.com.,139230,A,"91.200.105.235"""
ns3.cisunday.com.,150571,A,"77.122.47.186"""
ns4.cisunday.com.,145286,A,"89.156.142.48"""
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
diexgwdi.cn.,,IN,A
ns4.cisunday.com.,145381,A,"89.156.142.48"""
ns2.frubjnfew.com.,132324,A,"94.30.151.74"""
ns1.frubjnfew.com.,132324,A,"99.237.202.218"""
ns3.cisunday.com.,145381,A,"86.57.2.47"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,145494,A,"86.57.2.47"""
ns4.cisunday.com.,145737,A,"125.31.177.68"""
ns2.frubjnfew.com.,135020,A,"77.123.229.96"""
ns1.frubjnfew.com.,135020,A,"89.34.21.243"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns4.cisunday.com.,145469,A,"89.156.142.48"""
ns2.frubjnfew.com.,129478,A,"190.156.197.248"""
ns1.frubjnfew.com.,129478,A,"72.185.78.169"""
ns3.cisunday.com.,145736,A,"89.149.84.55"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns1.frubjnfew.com.,134617,A,"72.185.78.169"""
ns3.cisunday.com.,145374,A,"86.57.2.47"""
ns4.cisunday.com.,145374,A,"89.156.142.48"""
ns2.frubjnfew.com.,134588,A,"114.76.3.253"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns4.cisunday.com.,151350,A,"94.26.133.215"""
ns2.frubjnfew.com.,127303,A,"99.237.202.218"""
ns1.frubjnfew.com.,127303,A,"72.185.78.169"""
ns3.cisunday.com.,145373,A,"86.57.2.47"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns4.cisunday.com.,145313,A,"89.156.142.48"""
ns2.frubjnfew.com.,128046,A,"89.133.137.39"""
ns1.frubjnfew.com.,128046,A,"89.34.21.243"""
ns3.cisunday.com.,145313,A,"86.57.2.47"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,147311,A,"114.76.3.253"""
ns4.cisunday.com.,145339,A,"89.156.142.48"""
ns2.frubjnfew.com.,134200,A,"77.123.229.96"""
ns1.frubjnfew.com.,134200,A,"89.34.21.243"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns4.cisunday.com.,145282,A,"89.156.142.48"""
ns2.frubjnfew.com.,129078,A,"208.58.14.217"""
ns1.frubjnfew.com.,129078,A,"71.76.191.42"""
ns3.cisunday.com.,146216,A,"86.57.2.47"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,145283,A,"86.57.2.47"""
ns4.cisunday.com.,145732,A,"125.31.177.68"""
ns2.frubjnfew.com.,125625,A,"208.58.14.217"""
ns1.frubjnfew.com.,125620,A,"71.76.191.42"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns1.frubjnfew.com.,127400,A,"72.185.78.169"""
ns3.cisunday.com.,146215,A,"86.57.2.47"""
ns4.cisunday.com.,145261,A,"89.156.142.48"""
ns2.frubjnfew.com.,127400,A,"99.237.202.218"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,145487,A,"86.57.2.47"""
ns4.cisunday.com.,145730,A,"125.31.177.68"""
ns2.frubjnfew.com.,135013,A,"77.123.229.96"""
ns1.frubjnfew.com.,135013,A,"89.34.21.243"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,161585,A,"78.139.151.252"""
ns4.cisunday.com.,161472,A,"88.132.2.165"""
ns2.frubjnfew.com.,161398,A,"116.72.75.53"""
ns1.frubjnfew.com.,161478,A,"59.151.232.164"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns4.cisunday.com.,145240,A,"89.156.142.48"""
ns2.frubjnfew.com.,115202,A,"72.185.78.169"""
ns1.frubjnfew.com.,115202,A,"190.17.30.49"""
ns3.cisunday.com.,145729,A,"89.149.84.55"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,145263,A,"86.57.2.47"""
ns4.cisunday.com.,145263,A,"89.156.142.48"""
ns2.frubjnfew.com.,127246,A,"208.58.14.217"""
ns1.frubjnfew.com.,127246,A,"71.76.191.42"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,147668,A,"77.122.47.186"""
ns4.cisunday.com.,145692,A,"125.31.177.68"""
ns2.frubjnfew.com.,101867,A,"81.198.46.139"""
ns1.frubjnfew.com.,101867,A,"194.116.193.72"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns1.frubjnfew.com.,127396,A,"72.185.78.169"""
ns3.cisunday.com.,146211,A,"86.57.2.47"""
ns4.cisunday.com.,145257,A,"89.156.142.48"""
ns2.frubjnfew.com.,127396,A,"99.237.202.218"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns3.cisunday.com.,145278,A,"86.57.2.47"""
ns4.cisunday.com.,145727,A,"125.31.177.68"""
ns2.frubjnfew.com.,125620,A,"208.58.14.217"""
ns1.frubjnfew.com.,125615,A,"71.76.191.42"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns1.frubjnfew.com.,171560,A,"59.151.232.164"""
ns3.cisunday.com.,171535,A,"83.103.134.205"""
ns4.cisunday.com.,171410,A,"86.57.2.47"""
ns2.frubjnfew.com.,171603,A,"212.80.37.85"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns1.frubjnfew.com.,132990,A,"72.185.78.169"""
ns3.cisunday.com.,148251,A,"114.76.3.253"""
ns4.cisunday.com.,145492,A,"89.156.142.48"""
ns2.frubjnfew.com.,132935,A,"114.76.3.253"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns2.frubjnfew.com.,157350,A,"77.122.116.196"""
ns1.frubjnfew.com.,157337,A,"80.99.169.105"""
ns3.cisunday.com.,157351,A,"89.137.238.190"""
ns4.cisunday.com.,157351,A,"77.123.234.73"""
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
fhhfewmv.cn.,,IN,A
ns4.cisunday.com.,148248,A,"94.30.151.74"""
